Date,Value,High,Low
28/09/2005,5475.87,5521.65,5462.51
27/09/2005,5518.7,5549.9,5414.88
26/09/2005,5414.88,5428.02,5370.65
25/09/2005,5385.59,5385.59,5231.07
22/09/2005,5231.07,5233.63,5103.34
21/09/2005,5103.34,5103.33,5052.42
20/09/2005,5058.62,5080.42,5058.62
19/09/2005,5080.42,5101.43,5077.6
18/09/2005,5097.72,5181.44,5097.24
15/09/2005,5127.29,5129.68,5075.91
14/09/2005,5075.91,5094.24,5075.91
13/09/2005,5078.3,5082.47,5056.3
12/09/2005,5058.16,5118.2,5052.2
11/09/2005,5118.16,5168.05,5091.57
08/09/2005,5091.57,5091.57,5054.19
07/09/2005,5064.75,5076.7,4990.01
06/09/2005,4990.01,5023.83,4979.83
05/09/2005,5023.25,5034.24,4994.75
04/09/2005,4995.56,4996.11,4907.3
01/09/2005,4907.3,4907.85,4815.46
31/08/2005,4815.46,4849.04,4806.39
30/08/2005,4849.04,4935.17,4849.04
29/08/2005,4904.88,4919.64,4861.69
28/08/2005,4861.69,4861.7,4743.94
25/08/2005,4753.03,4743.94,4667.32
24/08/2005,4716.03,4716.03,4612.16
23/08/2005,4612.16,4615.54,4544.18
22/08/2005,4559.63,4630.9,4559.39
21/08/2005,4628.75,4665.04,4628.75
18/08/2005,4651.99,4711.28,4647.89
17/08/2005,4711.28,4767.52,4711.28
16/08/2005,4767.52,4777.57,4735.36
15/08/2005,4735.36,4735.36,4675.64
14/08/2005,4718.61,4718.62,4693.77
11/08/2005,4711.28,4784.48,4710.21
10/08/2005,4780.78,4828.01,4778.45
09/08/2005,4822.18,4840.7,4817.03
08/08/2005,4817.64,4817.64,4797.86
07/08/2005,4810.44,4841.39,4761.03
04/08/2005,4761.03,4862.67,4760.61
03/08/2005,4833.54,4890.76,4833.54
02/08/2005,4885.61,4895.31,4868.43
01/08/2005,4868.43,4869.41,4836.25
31/07/2005,4840.52,4879.67,4840.52
28/07/2005,4865.11,4892.43,4811.72
27/07/2005,4811.72,4811.83,4759.32
26/07/2005,4775.52,4831,4767.99
25/07/2005,4829.81,4882.5,4813.99
24/07/2005,4813.99,4966.65,4727.07
21/07/2005,4966.65,4989.46,4963.7
20/07/2005,4986.31,4999.78,4958.1
19/07/2005,4958.1,4958.37,4898.22
18/07/2005,4898.34,4954.87,4888.02
17/07/2005,4950.21,4980.26,4935.8
14/07/2005,4935.8,4938.25,4920.51
13/07/2005,4930.6,4941.83,4927.73
12/07/2005,4930.9,4976.98,4930.9
11/07/2005,4932.15,4968.65,4920.61
10/07/2005,4966.34,4992.97,4893.35
07/07/2005,4894.71,5022.94,4884.39
06/07/2005,5003.36,5020.41,5003.29
05/07/2005,5005.57,5017.49,4897.29
04/07/2005,4897.29,4918.62,4869.99
03/07/2005,4906.18,4947.77,4828.52
30/06/2005,4828.66,4837.56,4818.82
29/06/2005,4834.25,4917.15,4834.18
28/06/2005,4896.65,4950.4,4896.65
27/06/2005,4943.03,4987.46,4942.92
26/06/2005,4983.65,4990.57,4932.73
23/06/2005,4968.29,4968.29,4865.93
22/06/2005,4865.93,4921.5,4858.4
21/06/2005,4921.5,4988.89,4921.5
20/06/2005,4927.59,4927.59,4782.16
19/06/2005,4782.16,4786.82,4617.95
16/06/2005,4617.95,4625,4511.68
15/06/2005,4513.73,4514.09,4461.32
14/06/2005,4461.32,4471.11,4401.18
13/06/2005,4401.18,4417.34,4384.65
12/06/2005,4417.34,4423.01,4357.57
09/06/2005,4357.57,4360.4,4282.61
08/06/2005,4283.91,4315.58,4264.57
07/06/2005,4310.99,4335.44,4304.93
06/06/2005,4304.93,4314.5,4252.84
05/06/2005,4252.84,4252.84,4163.04
02/06/2005,4163.06,4268.88,4159.78
01/06/2005,4238.07,4289.34,4234.08
31/05/2005,4289.34,4333.29,4289.34
30/05/2005,4332.04,4332.8,4179.11
29/05/2005,4179.11,4238.22,4167.21
26/05/2005,4210.08,4210.58,4190.73
25/05/2005,4193.69,4216.17,4177.59
24/05/2005,4211.43,4212.36,4142.45
23/05/2005,4142.45,4188.52,4102.29
22/05/2005,4102.29,4162.9,4074.27
19/05/2005,4125.62,4262.62,4125.62
18/05/2005,4262.62,4293.2,4262.62
17/05/2005,4280.33,4285.71,4222.99
16/05/2005,4248.18,4392.4,4248.18
15/05/2005,4392.4,4435.06,4392.4
12/05/2005,4427.28,4475.54,4424.42
11/05/2005,4468.1,0,0
10/05/2005,4493.21,0,0
09/05/2005,4417.06,0,0
08/05/2005,4483.24,0,0
05/05/2005,4411.95,0,0
04/05/2005,4291.8,0,0
03/05/2005,4179.56,0,0
28/04/2005,4186.87,0,0
27/04/2005,4204.99,0,0
26/04/2005,4182.97,0,0
20/04/2005,3930.04,0,0
19/04/2005,3960.54,0,0
18/04/2005,4038.29,0,0
17/04/2005,4110.05,0,0
14/04/2005,4045.06,0,0
13/04/2005,3985.04,0,0
12/04/2005,4053.02,0,0
11/04/2005,4039.27,0,0
10/04/2005,3934.82,0,0
07/04/2005,4074.19,0,0
06/04/2005,4031.04,0,0
05/04/2005,3976.8,0,0
04/04/2005,3959.92,0,0
03/04/2005,3957.76,0,0
31/03/2005,3917.84,0,0
30/03/2005,3762.43,0,0
29/03/2005,3919.17,0,0
28/03/2005,3943.93,0,0
27/03/2005,4090.04,0,0
24/03/2005,4048.65,0,0
23/03/2005,4118.66,0,0
22/03/2005,3942.42,0,0
21/03/2005,4077.56,0,0
20/03/2005,4212.15,0,0
17/03/2005,4114.98,0,0
16/03/2005,4390.21,0,0
15/03/2005,4479.88,0,0
14/03/2005,4455.85,0,0
13/03/2005,4495.4,0,0
10/03/2005,4416.37,0,0
09/03/2005,4384.66,0,0
08/03/2005,4235.55,0,0
07/03/2005,4265.88,0,0
06/03/2005,4164.96,0,0
03/03/2005,4036.49,0,0
02/03/2005,3980.74,0,0
01/03/2005,3920.79,0,0
28/02/2005,3910.35,0,0
27/02/2005,3918.87,0,0
24/02/2005,3693.59,0,0
23/02/2005,3613.45,0,0
22/02/2005,3553.78,0,0
21/02/2005,3532.51,0,0
20/02/2005,3576.46,0,0
17/02/2005,3567.1,0,0
16/02/2005,3554.08,0,0
15/02/2005,3510.47,0,0
14/02/2005,3514.86,0,0
13/02/2005,3563.35,0,0
09/02/2005,3417.8,0,0
08/02/2005,3449.72,0,0
07/02/2005,3568.58,0,0
06/02/2005,3591.98,0,0
03/02/2005,3559.37,0,0
02/02/2005,3575.54,0,0
01/02/2005,3474.52,0,0
31/01/2005,3507.99,0,0
30/01/2005,3445.42,0,0
27/01/2005,3244.01,0,0
26/01/2005,3158.82,0,0
25/01/2005,3203.09,0,0
24/01/2005,3105.13,0,0
23/01/2005,3016.4,0,0
18/01/2005,2896.13,0,0
17/01/2005,2847.93,0,0
16/01/2005,2819.82,0,0
13/01/2005,2832.84,0,0
12/01/2005,2811.05,0,0
11/01/2005,2792.4,0,0
10/01/2005,2749.18,0,0
09/01/2005,2773.34,0,0
06/01/2005,2754.78,0,0
05/01/2005,2772.43,0,0
04/01/2005,2787.09,0,0
03/01/2005,2727.51,0,0
02/01/2005,2663.72,0,0
30/12/2004,2567.99,0,0
29/12/2004,2551.38,0,0
28/12/2004,2525.21,0,0
27/12/2004,2528.2,0,0
26/12/2004,2519.82,0,0
23/12/2004,2532.31,0,0
22/12/2004,2547.52,0,0
21/12/2004,2545.58,0,0
20/12/2004,2506.85,0,0
19/12/2004,2539.41,0,0
16/12/2004,2534.39,0,0
15/12/2004,2538.33,0,0
14/12/2004,2550.85,0,0
13/12/2004,2496.59,0,0
12/12/2004,2464.08,0,0
09/12/2004,2399.94,0,0
08/12/2004,2392.26,0,0
07/12/2004,2420.36,0,0
06/12/2004,2412.72,0,0
05/12/2004,2402.63,0,0
02/12/2004,2414.75,0,0
01/12/2004,2397.33,0,0
30/11/2004,2361.95,0,0
29/11/2004,2409.39,0,0
28/11/2004,2460.43,0,0
25/11/2004,2439.61,0,0
24/11/2004,2424.99,0,0
23/11/2004,2465.84,0,0
22/11/2004,2478.8,0,0
21/11/2004,2474.93,0,0
18/11/2004,2423.7,0,0
17/11/2004,2394.81,0,0
16/11/2004,2417.9,0,0
11/11/2004,2436.48,0,0
10/11/2004,2427.17,0,0
09/11/2004,2394.72,0,0
08/11/2004,2447.05,0,0
07/11/2004,2383.18,0,0
04/11/2004,2336.41,0,0
03/11/2004,2323.76,0,0
02/11/2004,2319.37,0,0
01/11/2004,2298.66,0,0
31/10/2004,2296.06,0,0
28/10/2004,2292.53,0,0
27/10/2004,2308.35,0,0
26/10/2004,2295.65,0,0
25/10/2004,2305.73,0,0
24/10/2004,2259.02,0,0
21/10/2004,2215.45,0,0
20/10/2004,2201.64,0,0
19/10/2004,2186.91,0,0
18/10/2004,2193.1,0,0
17/10/2004,2150.15,0,0
14/10/2004,2124.34,0,0
13/10/2004,2125.99,0,0
12/10/2004,2136.64,0,0
11/10/2004,2072.81,0,0
10/10/2004,2063.38,0,0
07/10/2004,2145.59,0,0
05/10/2004,2138.67,0,0
04/10/2004,2115.61,0,0
03/10/2004,2094.23,0,0
30/09/2004,2089.81,0,0
29/09/2004,2096,0,0
28/09/2004,2064.41,0,0
27/09/2004,2064.34,0,0
26/09/2004,2021.09,0,0
23/09/2004,2030.04,0,0
22/09/2004,2080.37,0,0
21/09/2004,2106.29,0,0
20/09/2004,2133.73,0,0
19/09/2004,2166.58,0,0
16/09/2004,2126.41,0,0
15/09/2004,2130.04,0,0
14/09/2004,2017.97,0,0
13/09/2004,2009.32,0,0
12/09/2004,2017.34,0,0
09/09/2004,1962.23,0,0
08/09/2004,1891.39,0,0
07/09/2004,1822.28,0,0
06/09/2004,1831.19,0,0
05/09/2004,1806.51,0,0
02/09/2004,1758.34,0,0
01/09/2004,1757.64,0,0
31/08/2004,1752.45,0,0
30/08/2004,1772.84,0,0
29/08/2004,1743.82,0,0
26/08/2004,1718.55,0,0
25/08/2004,1715.71,0,0
24/08/2004,1682.01,0,0
23/08/2004,1692.46,0,0
22/08/2004,1661.9,0,0
19/08/2004,1642.5,0,0
18/08/2004,1670.13,0,0
17/08/2004,1666.78,0,0
16/08/2004,1647.2,0,0
15/08/2004,1644.33,0,0
12/08/2004,1646.03,0,0
11/08/2004,1650.33,0,0
10/08/2004,1653.84,0,0
09/08/2004,1674.82,0,0
08/08/2004,1669.13,0,0
05/08/2004,1640.14,0,0
04/08/2004,1615.32,0,0
03/08/2004,1604.18,0,0
02/08/2004,1591.69,0,0
01/08/2004,1595.11,0,0
29/07/2004,1577.28,0,0
28/07/2004,1574.35,0,0
27/07/2004,1573.4,0,0
26/07/2004,1581.81,0,0
25/07/2004,1593.66,0,0
22/07/2004,1592.49,0,0
21/07/2004,1596.73,0,0
20/07/2004,1599.77,0,0
19/07/2004,1595.88,0,0
18/07/2004,1588.86,0,0
15/07/2004,1579.27,0,0
14/07/2004,1535.97,0,0
13/07/2004,1502.19,0,0
12/07/2004,1511.54,0,0
11/07/2004,1497.46,0,0
08/07/2004,1450.94,0,0
07/07/2004,1454.44,0,0
06/07/2004,1446.92,0,0
05/07/2004,1449.99,0,0
04/07/2004,1444.51,0,0
30/06/2004,1440.86,0,0
29/06/2004,1439.84,0,0
28/06/2004,1434.1,0,0
27/06/2004,1428.53,0,0
24/06/2004,1403.01,0,0
23/06/2004,1385.62,0,0
22/06/2004,1428.62,0,0
21/06/2004,1434.77,0,0
20/06/2004,1425.01,0,0
17/06/2004,1453.22,0,0
16/06/2004,1452.31,0,0
15/06/2004,1458.76,0,0
14/06/2004,1470.11,0,0
13/06/2004,1469.19,0,0
10/06/2004,1465.28,0,0
09/06/2004,1477.32,0,0
08/06/2004,1466.17,0,0
07/06/2004,1447.06,0,0
06/06/2004,1439.35,0,0
03/06/2004,1449.97,0,0
02/06/2004,1460.15,0,0
01/06/2004,1419.58,0,0
31/05/2004,1412.22,0,0
30/05/2004,1420.95,0,0
27/05/2004,1420.78,0,0
26/05/2004,1423.19,0,0
25/05/2004,1397.57,0,0
24/05/2004,1389.63,0,0
23/05/2004,1408.93,0,0
20/05/2004,1416.3,0,0
19/05/2004,1395.2,0,0
18/05/2004,1409.32,0,0
17/05/2004,1418.45,0,0
16/05/2004,1476.71,0,0
13/05/2004,1481,0,0
12/05/2004,1453.7,0,0
11/05/2004,1450.04,0,0
10/05/2004,1543.4,0,0
09/05/2004,1552.8,0,0
06/05/2004,1560.79,0,0
05/05/2004,1557.52,0,0
04/05/2004,1538.83,0,0
03/05/2004,1541.25,0,0
29/04/2004,1535.24,0,0
28/04/2004,1525.43,0,0
27/04/2004,1531.95,0,0
26/04/2004,1531.69,0,0
22/04/2004,1507.59,0,0
21/04/2004,1492.12,0,0
20/04/2004,1491.57,0,0
19/04/2004,1510.42,0,0
18/04/2004,1489.71,0,0
15/04/2004,1492.51,0,0
14/04/2004,1480.5,0,0
13/04/2004,1470.59,0,0
08/04/2004,1436.93,0,0
07/04/2004,1425.7,0,0
06/04/2004,1434.41,0,0
05/04/2004,1425.32,0,0
04/04/2004,1415.72,0,0
01/04/2004,1399.92,0,0
31/03/2004,1393.48,0,0
30/03/2004,1389.79,0,0
29/03/2004,1374.37,0,0
28/03/2004,1372.71,0,0
25/03/2004,1371.81,0,0
24/03/2004,1357.55,0,0
23/03/2004,1331.14,0,0
22/03/2004,1332.1,0,0
21/03/2004,1332,0,0
18/03/2004,1342.64,0,0
17/03/2004,1343.96,0,0
16/03/2004,1358.17,0,0
15/03/2004,1359.54,0,0
14/03/2004,1388.73,0,0
11/03/2004,1386.53,0,0
10/03/2004,1372.12,0,0
09/03/2004,1375.78,0,0
08/03/2004,1375.58,0,0
07/03/2004,1367.57,0,0
04/03/2004,1344.79,0,0
03/03/2004,1357.58,0,0
02/03/2004,1335.51,0,0
01/03/2004,1319.39,0,0
29/02/2004,1333.62,0,0
26/02/2004,1334.09,0,0
25/02/2004,1353.98,0,0
24/02/2004,1341,0,0
23/02/2004,1297.59,0,0
22/02/2004,1308.4,0,0
19/02/2004,1326.42,0,0
18/02/2004,1286.61,0,0
17/02/2004,1333,0,0
16/02/2004,1353.53,0,0
15/02/2004,1391.97,0,0
12/02/2004,1412.33,0,0
11/02/2004,1405.91,0,0
10/02/2004,1421.53,0,0
09/02/2004,1449.18,0,0
08/02/2004,1432.77,0,0
05/02/2004,1407.34,0,0
04/02/2004,1350.73,0,0
03/02/2004,1353.99,0,0
29/01/2004,1357.26,0,0
28/01/2004,1364.23,0,0
27/01/2004,1317.85,0,0
26/01/2004,1368.98,0,0
25/01/2004,1381.04,0,0
22/01/2004,1416.68,0,0
21/01/2004,1386.14,0,0
20/01/2004,1347.11,0,0
19/01/2004,1344.81,0,0
18/01/2004,1296.34,0,0
15/01/2004,1263.56,0,0
14/01/2004,1260.4,0,0
13/01/2004,1245.1,0,0
12/01/2004,1243.18,0,0
11/01/2004,1212.68,0,0
08/01/2004,1212.95,0,0
06/01/2004,1228.07,0,0
05/01/2004,1191.84,0,0
04/01/2004,1173.79,0,0
31/12/2003,1155.51,0,0
30/12/2003,1151.79,0,0
29/12/2003,1138.23,0,0
28/12/2003,1125.21,0,0
25/12/2003,1124.32,0,0
24/12/2003,1112.38,0,0
23/12/2003,1131.2,0,0
22/12/2003,1137.77,0,0
21/12/2003,1134.89,0,0
18/12/2003,1111.07,0,0
17/12/2003,1114.65,0,0
16/12/2003,1123.04,0,0
15/12/2003,1107.01,0,0
14/12/2003,1109.14,0,0
11/12/2003,1074.1,0,0
10/12/2003,1061.5,0,0
09/12/2003,1057.12,0,0
08/12/2003,1053.72,0,0
07/12/2003,1049.69,0,0
04/12/2003,1064.27,0,0
03/12/2003,1067.86,0,0
02/12/2003,1086.46,0,0
01/12/2003,1101.92,0,0
30/11/2003,1104.72,0,0
24/11/2003,1084.8,0,0
23/11/2003,1089.32,0,0
20/11/2003,1089.97,0,0
19/11/2003,1101.27,0,0
18/11/2003,1107.6,0,0
17/11/2003,1082.47,0,0
16/11/2003,1075.57,0,0
13/11/2003,1084.89,0,0
12/11/2003,1093.5,0,0
11/11/2003,1100.66,0,0
10/11/2003,1108.34,0,0
09/11/2003,1117.25,0,0
06/11/2003,1107.9,0,0
05/11/2003,1097.83,0,0
04/11/2003,1066.08,0,0
03/11/2003,1040.19,0,0
02/11/2003,1058.29,0,0
30/10/2003,1071.68,0,0
29/10/2003,1068.23,0,0
28/10/2003,1069.38,0,0
27/10/2003,1107.61,0,0
26/10/2003,1115.82,0,0
23/10/2003,1119.82,0,0
22/10/2003,1090.25,0,0
21/10/2003,1084.98,0,0
20/10/2003,1088.89,0,0
19/10/2003,1094.85,0,0
16/10/2003,1067.01,0,0
15/10/2003,1060.52,0,0
14/10/2003,1034.16,0,0
13/10/2003,1011.11,0,0
12/10/2003,1031.45,0,0
09/10/2003,1020.99,0,0
08/10/2003,1046.13,0,0
07/10/2003,1030.62,0,0
05/10/2003,973.47,0,0
02/10/2003,941.43,0,0
01/10/2003,946.4,0,0
30/09/2003,971.58,0,0
29/09/2003,963.75,0,0
28/09/2003,942.51,0,0
25/09/2003,936.45,0,0
24/09/2003,920.22,0,0
23/09/2003,934.74,0,0
22/09/2003,940.31,0,0
21/09/2003,930.29,0,0
18/09/2003,920,0,0
17/09/2003,911.32,0,0
16/09/2003,884.41,0,0
15/09/2003,875.67,0,0
14/09/2003,868.3,0,0
11/09/2003,859.15,0,0
10/09/2003,858.06,0,0
09/09/2003,872.13,0,0
08/09/2003,866.03,0,0
07/09/2003,865.82,0,0
04/09/2003,855.46,0,0
03/09/2003,838.12,0,0
02/09/2003,838.3,0,0
01/09/2003,833.63,0,0
31/08/2003,831.87,0,0
28/08/2003,821.35,0,0
27/08/2003,818.81,0,0
26/08/2003,805.63,0,0
25/08/2003,797.57,0,0
24/08/2003,798.39,0,0
21/08/2003,793.13,0,0
20/08/2003,790.79,0,0
19/08/2003,775.86,0,0
18/08/2003,764.86,0,0
17/08/2003,762.43,0,0
14/08/2003,773.81,0,0
13/08/2003,774.74,0,0
12/08/2003,779.31,0,0
11/08/2003,785.9,0,0
10/08/2003,760.16,0,0
07/08/2003,751.7,0,0
06/08/2003,745.09,0,0
05/08/2003,742.36,0,0
04/08/2003,739.27,0,0
03/08/2003,738.27,0,0
31/07/2003,738.49,0,0
30/07/2003,742.01,0,0
29/07/2003,729.58,0,0
28/07/2003,732.48,0,0
27/07/2003,755.57,0,0
24/07/2003,754.37,0,0
22/07/2003,772.23,0,0
21/07/2003,796.22,0,0
20/07/2003,792.97,0,0
17/07/2003,782.04,0,0
16/07/2003,784.59,0,0
15/07/2003,813.45,0,0
14/07/2003,832.16,0,0
13/07/2003,834.37,0,0
10/07/2003,831.41,0,0
09/07/2003,832.77,0,0
08/07/2003,829.71,0,0
07/07/2003,810.77,0,0
06/07/2003,798.37,0,0
03/07/2003,790.46,0,0
02/07/2003,780.62,0,0
30/06/2003,775.87,0,0
29/06/2003,781.21,0,0
26/06/2003,783.64,0,0
25/06/2003,768.94,0,0
24/06/2003,767.65,0,0
23/06/2003,773.68,0,0
22/06/2003,765.43,0,0
19/06/2003,758.35,0,0
18/06/2003,751.59,0,0
17/06/2003,744.42,0,0
16/06/2003,727.6,0,0
15/06/2003,729.23,0,0
12/06/2003,735.2,0,0
11/06/2003,718,0,0
10/06/2003,709.48,0,0
09/06/2003,716.29,0,0
08/06/2003,724.17,0,0
05/06/2003,730.65,0,0
04/06/2003,729.34,0,0
03/06/2003,726.12,0,0
02/06/2003,735.36,0,0
01/06/2003,738.38,0,0
29/05/2003,741.88,0,0
28/05/2003,743.06,0,0
27/05/2003,747.56,0,0
26/05/2003,739.65,0,0
25/05/2003,734.17,0,0
22/05/2003,745.49,0,0
21/05/2003,717.81,0,0
20/05/2003,715.18,0,0
19/05/2003,719.08,0,0
18/05/2003,704.97,0,0
15/05/2003,694.56,0,0
14/05/2003,678.51,0,0
12/05/2003,665.65,0,0
11/05/2003,660.45,0,0
08/05/2003,665.06,0,0
07/05/2003,676.09,0,0
06/05/2003,649.5,0,0
05/05/2003,649.96,0,0
04/05/2003,646.42,0,0
30/04/2003,641.97,0,0
29/04/2003,630.92,0,0
24/04/2003,625.23,0,0
23/04/2003,611.43,0,0
22/04/2003,631.69,0,0
21/04/2003,646.1,0,0
20/04/2003,655.23,0,0
17/04/2003,652.15,0,0
16/04/2003,646.63,0,0
15/04/2003,639.98,0,0
14/04/2003,639.75,0,0
13/04/2003,627.68,0,0
10/04/2003,612.43,0,0
09/04/2003,611.64,0,0
08/04/2003,619.04,0,0
07/04/2003,605.78,0,0
06/04/2003,594.28,0,0
03/04/2003,587.34,0,0
02/04/2003,582.75,0,0
01/04/2003,571.51,0,0
31/03/2003,563.53,0,0
30/03/2003,565.26,0,0
27/03/2003,560.42,0,0
26/03/2003,548.65,0,0
25/03/2003,546.2,0,0
24/03/2003,546.04,0,0
23/03/2003,553.37,0,0
20/03/2003,529.42,0,0
19/03/2003,509.25,0,0
18/03/2003,506.1,0,0
17/03/2003,512.18,0,0
16/03/2003,527.43,0,0
13/03/2003,534.21,0,0
12/03/2003,536.04,0,0
11/03/2003,538.78,0,0
10/03/2003,538.54,0,0
09/03/2003,538.52,0,0
06/03/2003,559.67,0,0
05/03/2003,561.27,0,0
03/03/2003,554.74,0,0
02/03/2003,548.62,0,0
27/02/2003,552.04,0,0
26/02/2003,563.45,0,0
25/02/2003,570.49,0,0
24/02/2003,573.85,0,0
23/02/2003,581.52,0,0
20/02/2003,564.06,0,0
19/02/2003,558.65,0,0
18/02/2003,565.04,0,0
17/02/2003,564.7,0,0
16/02/2003,576.08,0,0
09/02/2003,552.78,0,0
06/02/2003,559.29,0,0
05/02/2003,582.32,0,0
04/02/2003,611.07,0,0
03/02/2003,622.41,0,0
02/02/2003,690.85,0,0
30/01/2003,574.92,0,0
29/01/2003,527.14,0,0
28/01/2003,500.98,0,0
27/01/2003,501.93,0,0
26/01/2003,502.47,0,0
23/01/2003,500.58,0,0
22/01/2003,504.17,0,0
21/01/2003,496.76,0,0
20/01/2003,495.13,0,0
19/01/2003,495.21,0,0
16/01/2003,496.3,0,0
15/01/2003,494.28,0,0
14/01/2003,494.45,0,0
13/01/2003,494.74,0,0
12/01/2003,500.12,0,0
09/01/2003,499.44,0,0
08/01/2003,507.72,0,0
06/01/2003,516.68,0,0
05/01/2003,499.64,0,0
02/01/2003,495.82,0,0
31/12/2002,492.85,0,0
30/12/2002,491.67,0,0
29/12/2002,496,0,0
26/12/2002,496.77,0,0
25/12/2002,502.03,0,0
24/12/2002,505.46,0,0
23/12/2002,502.78,0,0
22/12/2002,503.61,0,0
19/12/2002,500.6,0,0
18/12/2002,496.55,0,0
17/12/2002,495.8,0,0
16/12/2002,503.45,0,0
15/12/2002,504.98,0,0
12/12/2002,505.84,0,0
11/12/2002,508.04,0,0
10/12/2002,511.29,0,0
09/12/2002,511.32,0,0
04/12/2002,511.21,0,0
03/12/2002,505.24,0,0
02/12/2002,498.46,0,0
01/12/2002,496.01,0,0
28/11/2002,493.53,0,0
27/11/2002,489.47,0,0
26/11/2002,485.02,0,0
25/11/2002,480.9,0,0
24/11/2002,476.55,0,0
21/11/2002,476.56,0,0
20/11/2002,475.86,0,0
19/11/2002,475.32,0,0
18/11/2002,475.58,0,0
17/11/2002,475.6,0,0
14/11/2002,481.73,0,0
13/11/2002,477.87,0,0
12/11/2002,476.6,0,0
11/11/2002,476.52,0,0
10/11/2002,478.77,0,0
07/11/2002,482.92,0,0
06/11/2002,484.65,0,0
05/11/2002,486.27,0,0
04/11/2002,486.76,0,0
03/11/2002,484.79,0,0
31/10/2002,485.82,0,0
30/10/2002,477.58,0,0
29/10/2002,477.62,0,0
28/10/2002,475.96,0,0
27/10/2002,477.98,0,0
24/10/2002,483.56,0,0
23/10/2002,486.63,0,0
22/10/2002,486.5,0,0
21/10/2002,486.81,0,0
20/10/2002,480.79,0,0
17/10/2002,477.54,0,0
16/10/2002,477.43,0,0
15/10/2002,478.77,0,0
14/10/2002,475.33,0,0
13/10/2002,477.8,0,0
10/10/2002,485.07,0,0
09/10/2002,484.59,0,0
08/10/2002,483.24,0,0
07/10/2002,483.9,0,0
03/10/2002,483.96,0,0
02/10/2002,482.57,0,0
01/10/2002,481.43,0,0
30/09/2002,484.04,0,0
29/09/2002,480.32,0,0
26/09/2002,477.68,0,0
25/09/2002,478.29,0,0
24/09/2002,480.12,0,0
23/09/2002,478.22,0,0
22/09/2002,475.69,0,0
19/09/2002,477.06,0,0
18/09/2002,481.68,0,0
17/09/2002,478.45,0,0
16/09/2002,480.01,0,0
15/09/2002,480.27,0,0
12/09/2002,477.42,0,0
11/09/2002,474.84,0,0
10/09/2002,474.09,0,0
09/09/2002,474.09,0,0
08/09/2002,475.25,0,0
05/09/2002,473.16,0,0
04/09/2002,475.26,0,0
03/09/2002,475.37,0,0
02/09/2002,476.31,0,0
01/09/2002,474.61,0,0
29/08/2002,475.55,0,0
28/08/2002,475.78,0,0
27/08/2002,476.98,0,0
26/08/2002,479,0,0
25/08/2002,475.54,0,0
22/08/2002,475.44,0,0
21/08/2002,474.44,0,0
20/08/2002,476.34,0,0
19/08/2002,477.55,0,0
18/08/2002,478.53,0,0
15/08/2002,476.33,0,0
14/08/2002,476.67,0,0
13/08/2002,476.92,0,0
12/08/2002,475.33,0,0
11/08/2002,473.62,0,0
08/08/2002,473.88,0,0
07/08/2002,475.43,0,0
06/08/2002,474.77,0,0
05/08/2002,474.73,0,0
04/08/2002,471.71,0,0
01/08/2002,471.95,0,0
31/07/2002,466.88,0,0
30/07/2002,470.52,0,0
29/07/2002,477.86,0,0
28/07/2002,484.67,0,0
25/07/2002,483.24,0,0
24/07/2002,486.49,0,0
22/07/2002,497.86,0,0
21/07/2002,501.94,0,0
18/07/2002,506.36,0,0
17/07/2002,495.75,0,0
16/07/2002,487.94,0,0
15/07/2002,491.58,0,0
14/07/2002,486.42,0,0
11/07/2002,475.4,0,0
10/07/2002,469.2,0,0
09/07/2002,467.32,0,0
08/07/2002,468.02,0,0
07/07/2002,472,0,0
04/07/2002,473.95,0,0
03/07/2002,472.85,0,0
02/07/2002,472.73,0,0
30/06/2002,472.07,0,0
27/06/2002,470.09,0,0
26/06/2002,466.13,0,0
25/06/2002,465.04,0,0
24/06/2002,467.05,0,0
23/06/2002,465.99,0,0
20/06/2002,468.15,0,0
19/06/2002,468.14,0,0
18/06/2002,468.79,0,0
17/06/2002,468.47,0,0
16/06/2002,472.19,0,0
13/06/2002,472.86,0,0
12/06/2002,471.72,0,0
11/06/2002,470.97,0,0
10/06/2002,471.46,0,0
09/06/2002,471.43,0,0
06/06/2002,471.03,0,0
05/06/2002,468.84,0,0
04/06/2002,469.44,0,0
03/06/2002,469.81,0,0
02/06/2002,472.09,0,0
30/05/2002,477.42,0,0
29/05/2002,479.6,0,0
28/05/2002,478,0,0
27/05/2002,479.04,0,0
26/05/2002,478.45,0,0
23/05/2002,477.77,0,0
22/05/2002,482.35,0,0
21/05/2002,484.87,0,0
20/05/2002,485,0,0
19/05/2002,487.5,0,0
16/05/2002,486.46,0,0
15/05/2002,489.1,0,0
14/05/2002,490.9,0,0
13/05/2002,488.75,0,0
12/05/2002,485.03,0,0
09/05/2002,483.11,0,0
08/05/2002,480.03,0,0
07/05/2002,479.34,0,0
02/05/2002,477.23,0,0
30/04/2002,474.09,0,0
29/04/2002,470.49,0,0
28/04/2002,467.13,0,0
24/04/2002,468.98,0,0
23/04/2002,468.45,0,0
22/04/2002,472.66,0,0
21/04/2002,476.74,0,0
18/04/2002,476,0,0
17/04/2002,475.85,0,0
16/04/2002,474.32,0,0
15/04/2002,471.12,0,0
14/04/2002,471.48,0,0
11/04/2002,486.45,0,0
10/04/2002,488.45,0,0
09/04/2002,492.31,0,0
